KAYNAK,Rank,Ürün Adı,Fiyat,Link,Marka
a101.csv,280,Kzy Mobilya Tek Kapaklı 5 Raflı Dolap Beyaz,"₺1.499,00",https://www.a101.com.tr/ev-yasam/kzy-mobilya-tek-kapakli-5-rafli-dolap-beyaz_p-26065404,
a101.csv,281,Ruum Store Lena Çalışma Masası 60x120 cm,"₺799,00",https://www.a101.com.tr/ev-yasam/ruum-store-lena-calisma-masasi-60x120-cm_p-26065931,
a101.csv,282,PP 3'lü Valiz Seti Koyu Siyah,"₺2.315,00",https://www.a101.com.tr/giyim-aksesuar/pp-3-lu-valiz-seti-koyu-siyah_p-26040954,
a101.csv,283,"Stanley Classic Legendary Camp Mug 10-11444-040 Çelik Termos Bardak 0,23 L Lacivert","₺999,00",https://www.a101.com.tr/ev-yasam/stanley-classic-legendary-camp-mug-10-11444-040-celik-termos-bardak-0-23-l-lacivert_p-26059322,
a101.csv,284,Goodwest Cam Ankastre Set 3'lü Beyaz,"₺7.999,00",https://www.a101.com.tr/elektronik/goodwest-cam-ankastre-set-3-lu-beyaz_p-26038087,
a101.csv,285,Sinbo STM-5848 Cam Çay Makinesi,"₺1.299,00",https://www.a101.com.tr/elektronik/sinbo-stm-5848-cam-cay-makinesi_p-26053047,
a101.csv,286,Bosch GSR 185-Lİ Delme Vidalama Makinesi,"₺2.699,00",https://www.a101.com.tr/oto-bahce-yapi/bosch-gsr-185-li-delme-vidalama-makinesi_p-26067597,
a101.csv,287,Mobilique Poyraz 1 2 Kapaklı 7 Raflı Çok Amaçlı Dolap Beyaz,"₺2.099,00",https://www.a101.com.tr/ev-yasam/mobilique-poyraz-1-2-kapakli-7-rafli-cok-amacli-dolap-beyaz_p-26062763,
a101.csv,288,Ugg Ultra Mini 1116109-GREY Kadın Bot Gri,Fiyat Yok,https://www.a101.com.tr/giyim-aksesuar/ugg-ultra-mini-1116109-grey-kadin-bot-gri_p-26031817,
a101.csv,289,Sinbo SMX-2769 Stantlı Mikser,"₺2.999,00",https://www.a101.com.tr/elektronik/sinbo-smx-2769-stantli-mikser_p-26045944,
a101.csv,290,Türksit Range Mini Oyuncu Koltuğu Kırmızı,"₺2.849,00",https://www.a101.com.tr/ev-yasam/turksit-range-mini-oyuncu-koltugu-kirmizi_p-26066618,
a101.csv,291,"Stanley 10-09382-081 Klasik Kaşıklı Yemek Termosu 0,40 L Mavi","₺1.599,00",https://www.a101.com.tr/ev-yasam/stanley-10-09382-081-klasik-kasikli-yemek-termosu-0-40-l-mavi_p-26019524,
a101.csv,292,Pierre Cardin PC-B20001 Dijital Baskül,"₺329,00",https://www.a101.com.tr/elektronik/pierre-cardin-pc-b20001-dijital-baskul_p-26044579,
a101.csv,293,5 Çekmeceli Organizer,"₺299,00",https://www.a101.com.tr/ev-yasam/5-cekmeceli-organizer_p-26066558,
a101.csv,294,Ayaklı Cam Sunum Kasesi 19 cm,"₺129,00",https://www.a101.com.tr/ev-yasam/ayakli-cam-sunum-kasesi-19-cm_p-26055569,
a101.csv,295,SEG DD 6196 6 Çekmeceli Derin Dondurucu,"₺13.499,00",https://www.a101.com.tr/elektronik/seg-dd-6196-6-cekmeceli-derin-dondurucu_p-26047375,
a101.csv,296,Türksit 804 File Çalışma Koltuğu Plastik Ayak Siyah,"₺1.699,00",https://www.a101.com.tr/ev-yasam/turksit-804-file-calisma-koltugu-plastik-ayak-siyah_p-26051603,
a101.csv,297,Xiaomi Mi AC1200 1200 Mbps Wifi Güçlendirici,"₺1.049,00",https://www.a101.com.tr/elektronik/xiaomi-mi-ac1200-1200-mbps-wifi-guclendirici_p-26041371,
a101.csv,298,Pierre Cardin Tek Kişilik Mikrofiber Yorgan 155x215 cm,"₺499,00",https://www.a101.com.tr/ev-yasam/pierre-cardin-tek-kisilik-mikrofiber-yorgan-155x215-cm_p-26060274,
a101.csv,299,Çift Kişilik Alez,"₺149,00",https://www.a101.com.tr/ev-yasam/cift-kisilik-alez_p-26066600,
a101.csv,300,"Stanley Cafe To-Go Mug 10-12080-041 Termos Bardak 0,35 L Yeşil","₺1.249,00",https://www.a101.com.tr/ev-yasam/stanley-cafe-to-go-mug-10-12080-041-termos-bardak-0-35-l-yesil_p-26064888,
a101.csv,301,SEG CFW 5403 No Frost Kombi Buzdolabı,"₺21.999,00",https://www.a101.com.tr/elektronik/seg-cfw-5403-no-frost-kombi-buzdolabi_p-26064815,
a101.csv,302,Philips FC9330/07 Toz Torbasız Süpürge,"₺6.299,00",https://www.a101.com.tr/elektronik/philips-fc9330-07-toz-torbasiz-supurge_p-26067520,
a101.csv,303,Adidas Superstar FU7712 Kadın Spor Ayakkabı Beyaz,"₺1.899,00",https://www.a101.com.tr/giyim-aksesuar/adidas-superstar-fu7712-kadin-spor-ayakkabi-beyaz_p-26032383,
a101.csv,304,"Stanley 10-09382-005 Klasik Kaşıklı Yemek Termosu 0,40 L Siyah","₺1.599,00",https://www.a101.com.tr/ev-yasam/stanley-10-09382-005-klasik-kasikli-yemek-termosu-0-40-l-siyah_p-26019524,
a101.csv,305,"Stanley Classic Legendary Camp Mug 10-09366-336 Klasik Paslanmaz Çelik Termos Bardak 0,35 L Gri","₺1.199,00",https://www.a101.com.tr/ev-yasam/stanley-classic-legendary-camp-mug-10-09366-336-klasik-paslanmaz-celik-termos-bardak-0-35-l-gri_p-26061990,
a101.csv,306,Büyük Kozmetik Organizeri,"₺589,00",https://www.a101.com.tr/ev-yasam/buyuk-kozmetik-organizeri_p-26064914,
a101.csv,307,Nehir Desenli Yemek Çatalı,"₺50,00",https://www.a101.com.tr/ev-yasam/nehir-desenli-yemek-catali_p-26008014,
a101.csv,308,"JVC LT-65VA3405T 65"" 4K Ultra HD Android TV","₺24.999,00",https://www.a101.com.tr/elektronik/jvc-lt-65va3405t-65-4k-ultra-hd-android-tv_p-26048269,
a101.csv,309,Altus AL CM 91050 D 9 Kg 1000 Devir Çamaşır Makinesi,"₺19.999,00",https://www.a101.com.tr/elektronik/altus-al-cm-91050-d-9-kg-1000-devir-camasir-makinesi_p-26065730,
a101.csv,310,Xiaomi Smart Graphene Isıtıcı,"₺5.199,00",https://www.a101.com.tr/elektronik/xiaomi-smart-graphene-isitici_p-26067568,
a101.csv,311,Canped Yatak Koruyucu Örtü 60x90 30'lu x2,"₺499,00",https://www.a101.com.tr/kozmetik-kisisel-bakim/canped-yatak-koruyucu-ortu-60x90-30-lu-x2_p-23001564,
a101.csv,312,Fisher Price Oyuncak Uzaktan Kumanda,"₺479,00",https://www.a101.com.tr/anne-bebek-oyuncak/fisher-price-oyuncak-uzaktan-kumanda_p-26025026,
a101.csv,313,Hareketli Süzgeç Gri Bej,"₺59,50",https://www.a101.com.tr/ev-yasam/hareketli-suzgec-gri-bej_p-26067581,
a101.csv,314,Dijitsu Tornado 12000 BTU Klima,"₺21.999,00",https://www.a101.com.tr/elektronik/dijitsu-tornado-12000-btu-klima_p-26050966,
a101.csv,315,Miyuhome PMH24 3 Raflı Çalışma Masası Siyah Safir Meşe,"₺1.349,00",https://www.a101.com.tr/ev-yasam/miyuhome-pmh24-3-rafli-calisma-masasi-siyah-safir-mese_p-26063946,
a101.csv,316,Omo Express Fresh Sıvı Çamaşır Deterjanı 1480 ml + Yumoş Açık Hava Etkisi Konsantre Yumuşatıcı 1440 ml,"₺349,00",https://www.a101.com.tr/market/omo-express-fresh-sivi-camasir-deterjani-1480-ml-yumos-acik-hava-etkisi-konsantre-yumusatici-1440-ml_p-22002780,
a101.csv,317,Paşabahçe Scala Su Bardağı 6'lı 240 cc,"₺149,00",https://www.a101.com.tr/ev-yasam/pasabahce-scala-su-bardagi-6-li-240-cc_p-26046738,
a101.csv,318,Altus AL CM 81050 R 8 Kg 1000 Devir Çamaşır Makinesi,"₺16.499,00",https://www.a101.com.tr/elektronik/altus-al-cm-81050-r-8-kg-1000-devir-camasir-makinesi_p-26065738,
a101.csv,319,"Stanley Cafe To-Go Mug 10-12080-015 Termos Bardak 0,35 L Gri","₺1.249,00",https://www.a101.com.tr/ev-yasam/stanley-cafe-to-go-mug-10-12080-015-termos-bardak-0-35-l-gri_p-26064888,
a101.csv,320,Sezeray Fide Dekoratif Kitaplık Beyaz,"₺899,00",https://www.a101.com.tr/ev-yasam/sezeray-fide-dekoratif-kitaplik-beyaz_p-26057856,
a101.csv,321,"Omo Toz Deterjan 5,5 Kg","₺499,00",https://www.a101.com.tr/market/omo-toz-deterjan-5-5-kg_p-22000279,
a101.csv,322,Orcamp CX500 Çakmaklı Kartuş Pürmüz Seti 227 G,"₺399,00",https://www.a101.com.tr/ev-yasam/orcamp-cx500-cakmakli-kartus-purmuz-seti-227-g_p-26025746,
a101.csv,323,Reebok Cool Your Body Kadın Deodorant Sprey 150 ml,"₺199,00",https://www.a101.com.tr/kozmetik-kisisel-bakim/reebok-cool-your-body-kadin-deodorant-sprey-150-ml_p-24005550,
a101.csv,324,Philips LatteGo 3300 Serisi EP3347/90 Tam Otomatik Espresso Makinesi,"₺14.990,00",https://www.a101.com.tr/elektronik/philips-lattego-3300-serisi-ep3347-90-tam-otomatik-espresso-makinesi_p-26049523,
a101.csv,325,Tefal Ultimate Pure FV9848 3200 W Buharlı Ütü,"₺3.499,00",https://www.a101.com.tr/elektronik/tefal-ultimate-pure-fv9848-3200-w-buharli-utu_p-26058603,
a101.csv,326,"Stanley Classic Legendary 10-07934-078 Klasik Model Termos 1,9 L Mavi","₺2.399,00",https://www.a101.com.tr/ev-yasam/stanley-classic-legendary-10-07934-078-klasik-model-termos-1-9-l-mavi_p-26017659,
a101.csv,327,Homend Grillant 1356H Inox Tost Makinesi,"₺2.199,00",https://www.a101.com.tr/elektronik/homend-grillant-1356h-inox-tost-makinesi_p-26045352,
a101.csv,328,Arzum AR2037 Mistost Tost Makinesi,"₺1.999,00",https://www.a101.com.tr/elektronik/arzum-ar2037-mistost-tost-makinesi_p-26009585,
a101.csv,329,Walke Şınav Tahtası Çalışma Platformu Aleti,"₺399,00",https://www.a101.com.tr/ev-yasam/walke-sinav-tahtasi-calisma-platformu-aleti_p-26067957,
a101.csv,330,Pazar Arabası 34 L Mavi Pembe,"₺399,00",https://www.a101.com.tr/ev-yasam/pazar-arabasi-34-l-mavi-pembe_p-26063847,
a101.csv,331,Orbus Dekoratif LED Örgü 2 m,"₺109,00",https://www.a101.com.tr/ev-yasam/orbus-dekoratif-led-orgu-2-m_p-25006551,
a101.csv,332,Newton Cam Ankastre Set Beyaz (F-17-GLS 640-MFA400),"₺7.999,00",https://www.a101.com.tr/elektronik/newton-cam-ankastre-set-beyaz-f-17-gls-640-mfa400-_p-26038320,
a101.csv,333,Belderia Pexma Maximum 26 Jant Çift Amortisörlü Bisiklet,"₺4.299,00",https://www.a101.com.tr/ev-yasam/belderia-pexma-maximum-26-jant-cift-amortisorlu-bisiklet_p-26002424,
a101.csv,334,Kzy Mobilya Geniş Kitaplık Meşe,"₺2.699,00",https://www.a101.com.tr/ev-yasam/kzy-mobilya-genis-kitaplik-mese_p-26065407,
a101.csv,335,"Stanley Classic Legendary Camp Mug 10-11444-035 Çelik Termos Bardak 0,23 L Beyaz","₺999,00",https://www.a101.com.tr/ev-yasam/stanley-classic-legendary-camp-mug-10-11444-035-celik-termos-bardak-0-23-l-beyaz_p-26059322,
a101.csv,336,Hascevher Tencere Seti 6 Parça,"₺999,00",https://www.a101.com.tr/ev-yasam/hascevher-tencere-seti-6-parca_p-26010757,
a101.csv,337,Vip Ahmet Junior Temizlik Kova Seti,"₺399,00",https://www.a101.com.tr/market/vip-ahmet-junior-temizlik-kova-seti_p-22002010,
a101.csv,338,Orcamp Kamp Testeresi,"₺249,00",https://www.a101.com.tr/ev-yasam/orcamp-kamp-testeresi_p-26050675,
a101.csv,339,Slim Organizer 23,"₺169,00",https://www.a101.com.tr/oto-bahce-yapi/slim-organizer-23_p-26057938,
a101.csv,340,Logi 3 Katlı Kağıt Havlu 12'li,"₺130,00",https://www.a101.com.tr/market/logi-3-katli-kagit-havlu-12-li_p-23001491,
a101.csv,341,Tefal G26902 Titanyum 6X Excellence Tava 20 cm,"₺1.499,00",https://www.a101.com.tr/ev-yasam/tefal-g26902-titanyum-6x-excellence-tava-20-cm_p-26036311,
a101.csv,342,"Stanley Classic Legendary Camp Mug 10-09366-290 Çelik Termos Bardak 0,35 L Turuncu","₺1.199,00",https://www.a101.com.tr/ev-yasam/stanley-classic-legendary-camp-mug-10-09366-290-celik-termos-bardak-0-35-l-turuncu_p-26059321,
a101.csv,343,Sinbo SCM-2978 Otomatik Türk Kahvesi Makinesi,"₺999,00",https://www.a101.com.tr/elektronik/sinbo-scm-2978-otomatik-turk-kahvesi-makinesi_p-26045652,
a101.csv,344,Arzum İmaj AR5011 Saç Kurutma Makinesi Siyah,"₺899,00",https://www.a101.com.tr/elektronik/arzum-imaj-ar5011-sac-kurutma-makinesi-siyah_p-26006183,
a101.csv,345,Xiaomi S28D 5W Taşınabilir Bluetooth Hoparlör,"₺849,00",https://www.a101.com.tr/elektronik/xiaomi-s28d-5w-tasinabilir-bluetooth-hoparlor_p-26061516,
a101.csv,346,Fisher Price Oyuncak Eğitici Tablet,"₺699,00",https://www.a101.com.tr/anne-bebek-oyuncak/fisher-price-oyuncak-egitici-tablet_p-26032696,
a101.csv,347,Xiaomi Mi Hareket Sensörlü Gece Lambası 2,"₺599,00",https://www.a101.com.tr/oto-bahce-yapi/xiaomi-mi-hareket-sensorlu-gece-lambasi-2_p-26048511,
a101.csv,348,Pierre Cardin PC-YA2003 Postür Düzeltme Cihazı,"₺279,00",https://www.a101.com.tr/kozmetik-kisisel-bakim/pierre-cardin-pc-ya2003-postur-duzeltme-cihazi_p-26063794,
a101.csv,349,Çok Amaçlı Bambu Kutu,"₺249,00",https://www.a101.com.tr/ev-yasam/cok-amacli-bambu-kutu_p-26063299,
a101.csv,350,"Fissler Vitaquick Premium 602-410-13-090 Düdüklü Tencere Seti 6+3,5 L+Buharlı Pişirme Aparatı","₺16.499,00",https://www.a101.com.tr/ev-yasam/fissler-vitaquick-premium-602-410-13-090-duduklu-tencere-seti-6-3-5-l-buharli-pisirme-aparati_p-26066627,
a101.csv,351,Kiwi KCC 4321 Buharlı Halı Yıkama Makinesi Beyaz,"₺4.999,00",https://www.a101.com.tr/elektronik/kiwi-kcc-4321-buharli-hali-yikama-makinesi-beyaz_p-26056106,
a101.csv,352,Jwin VL-800S 4/4 Tam Boy Keman,"₺2.499,00",https://www.a101.com.tr/ev-yasam/jwin-vl-800s-4-4-tam-boy-keman_p-26038328,
a101.csv,353,Biricik Alüminyum 3 Katlı Çamaşır Kurutmalık,"₺1.199,00",https://www.a101.com.tr/ev-yasam/biricik-aluminyum-3-katli-camasir-kurutmalik_p-26063733,
a101.csv,354,"Stanley Classic Legendary Camp Mug 10-11444-065 Çelik Termos Bardağı 0,23 L Eflatun","₺999,00",https://www.a101.com.tr/ev-yasam/stanley-classic-legendary-camp-mug-10-11444-065-celik-termos-bardagi-0-23-l-eflatun_p-26059322,
a101.csv,355,"Omo Toz Deterjan Renkli 5,5 Kg","₺499,00",https://www.a101.com.tr/market/omo-toz-deterjan-renkli-5-5-kg_p-22002001,
a101.csv,356,Tursil Renkliler ve Beyazlar İçin Toz Çamaşır Deterjanı Leylak Bahçesi 10 Kg,"₺459,50",https://www.a101.com.tr/market/tursil-renkliler-ve-beyazlar-icin-toz-camasir-deterjani-leylak-bahcesi-10-kg_p-22000838,
a101.csv,357,Tefal K2210455 Ekmek Bıçağı 20 cm,"₺379,00",https://www.a101.com.tr/ev-yasam/tefal-k2210455-ekmek-bicagi-20-cm_p-26058958,
a101.csv,358,Spiral Hortum Seti 10 m,"₺299,00",https://www.a101.com.tr/oto-bahce-yapi/spiral-hortum-seti-10-m_p-26053741,
a101.csv,359,Go Smart TWS 15 Bluetooth Kulaklık / Powerbank,"₺239,00",https://www.a101.com.tr/elektronik/go-smart-tws-15-bluetooth-kulaklik-powerbank_p-25005548,
a101.csv,360,Juno Eva Erkek Yağmur Çizmesi Haki,"₺219,00",https://www.a101.com.tr/giyim-aksesuar/juno-eva-erkek-yagmur-cizmesi-haki_p-26022161,
a101.csv,361,SEG CFW 5403 No Frost Kombi Buzdolabı,"₺21.999,00",https://www.a101.com.tr/elektronik/seg-cfw-5403-no-frost-kombi-buzdolabi_p-26064815,
a101.csv,362,Philips FC9330/07 Toz Torbasız Süpürge,"₺6.299,00",https://www.a101.com.tr/elektronik/philips-fc9330-07-toz-torbasiz-supurge_p-26067520,
a101.csv,363,Adidas Superstar FU7712 Kadın Spor Ayakkabı Beyaz,"₺1.899,00",https://www.a101.com.tr/giyim-aksesuar/adidas-superstar-fu7712-kadin-spor-ayakkabi-beyaz_p-26032383,
a101.csv,364,"Stanley 10-09382-005 Klasik Kaşıklı Yemek Termosu 0,40 L Siyah","₺1.599,00",https://www.a101.com.tr/ev-yasam/stanley-10-09382-005-klasik-kasikli-yemek-termosu-0-40-l-siyah_p-26019524,
a101.csv,365,"Stanley Classic Legendary Camp Mug 10-09366-336 Klasik Paslanmaz Çelik Termos Bardak 0,35 L Gri","₺1.199,00",https://www.a101.com.tr/ev-yasam/stanley-classic-legendary-camp-mug-10-09366-336-klasik-paslanmaz-celik-termos-bardak-0-35-l-gri_p-26061990,
a101.csv,366,Büyük Kozmetik Organizeri,"₺589,00",https://www.a101.com.tr/ev-yasam/buyuk-kozmetik-organizeri_p-26064914,
a101.csv,367,Nehir Desenli Yemek Çatalı,"₺50,00",https://www.a101.com.tr/ev-yasam/nehir-desenli-yemek-catali_p-26008014,
a101.csv,368,"JVC LT-65VA3405T 65"" 4K Ultra HD Android TV","₺24.999,00",https://www.a101.com.tr/elektronik/jvc-lt-65va3405t-65-4k-ultra-hd-android-tv_p-26048269,
a101.csv,369,Altus AL CM 91050 D 9 Kg 1000 Devir Çamaşır Makinesi,"₺19.999,00",https://www.a101.com.tr/elektronik/altus-al-cm-91050-d-9-kg-1000-devir-camasir-makinesi_p-26065730,
a101.csv,370,Xiaomi Smart Graphene Isıtıcı,"₺5.199,00",https://www.a101.com.tr/elektronik/xiaomi-smart-graphene-isitici_p-26067568,
a101.csv,371,Canped Yatak Koruyucu Örtü 60x90 30'lu x2,"₺499,00",https://www.a101.com.tr/kozmetik-kisisel-bakim/canped-yatak-koruyucu-ortu-60x90-30-lu-x2_p-23001564,
a101.csv,372,Fisher Price Oyuncak Uzaktan Kumanda,"₺479,00",https://www.a101.com.tr/anne-bebek-oyuncak/fisher-price-oyuncak-uzaktan-kumanda_p-26025026,
a101.csv,373,Hareketli Süzgeç Gri Bej,"₺59,50",https://www.a101.com.tr/ev-yasam/hareketli-suzgec-gri-bej_p-26067581,
a101.csv,374,Dijitsu Tornado 12000 BTU Klima,"₺21.999,00",https://www.a101.com.tr/elektronik/dijitsu-tornado-12000-btu-klima_p-26050966,
a101.csv,375,Miyuhome PMH24 3 Raflı Çalışma Masası Siyah Safir Meşe,"₺1.349,00",https://www.a101.com.tr/ev-yasam/miyuhome-pmh24-3-rafli-calisma-masasi-siyah-safir-mese_p-26063946,
a101.csv,376,Omo Express Fresh Sıvı Çamaşır Deterjanı 1480 ml + Yumoş Açık Hava Etkisi Konsantre Yumuşatıcı 1440 ml,"₺349,00",https://www.a101.com.tr/market/omo-express-fresh-sivi-camasir-deterjani-1480-ml-yumos-acik-hava-etkisi-konsantre-yumusatici-1440-ml_p-22002780,
a101.csv,377,Paşabahçe Scala Su Bardağı 6'lı 240 cc,"₺149,00",https://www.a101.com.tr/ev-yasam/pasabahce-scala-su-bardagi-6-li-240-cc_p-26046738,
a101.csv,378,Altus AL CM 81050 R 8 Kg 1000 Devir Çamaşır Makinesi,"₺16.499,00",https://www.a101.com.tr/elektronik/altus-al-cm-81050-r-8-kg-1000-devir-camasir-makinesi_p-26065738,
a101.csv,379,"Stanley Cafe To-Go Mug 10-12080-015 Termos Bardak 0,35 L Gri","₺1.249,00",https://www.a101.com.tr/ev-yasam/stanley-cafe-to-go-mug-10-12080-015-termos-bardak-0-35-l-gri_p-26064888,
a101.csv,380,Sezeray Fide Dekoratif Kitaplık Beyaz,"₺899,00",https://www.a101.com.tr/ev-yasam/sezeray-fide-dekoratif-kitaplik-beyaz_p-26057856,
a101.csv,381,"Omo Toz Deterjan 5,5 Kg","₺499,00",https://www.a101.com.tr/market/omo-toz-deterjan-5-5-kg_p-22000279,
a101.csv,382,Orcamp CX500 Çakmaklı Kartuş Pürmüz Seti 227 G,"₺399,00",https://www.a101.com.tr/ev-yasam/orcamp-cx500-cakmakli-kartus-purmuz-seti-227-g_p-26025746,
a101.csv,383,Reebok Cool Your Body Kadın Deodorant Sprey 150 ml,"₺199,00",https://www.a101.com.tr/kozmetik-kisisel-bakim/reebok-cool-your-body-kadin-deodorant-sprey-150-ml_p-24005550,
a101.csv,384,Philips LatteGo 3300 Serisi EP3347/90 Tam Otomatik Espresso Makinesi,"₺14.990,00",https://www.a101.com.tr/elektronik/philips-lattego-3300-serisi-ep3347-90-tam-otomatik-espresso-makinesi_p-26049523,
a101.csv,385,Tefal Ultimate Pure FV9848 3200 W Buharlı Ütü,"₺3.499,00",https://www.a101.com.tr/elektronik/tefal-ultimate-pure-fv9848-3200-w-buharli-utu_p-26058603,
a101.csv,386,"Stanley Classic Legendary 10-07934-078 Klasik Model Termos 1,9 L Mavi","₺2.399,00",https://www.a101.com.tr/ev-yasam/stanley-classic-legendary-10-07934-078-klasik-model-termos-1-9-l-mavi_p-26017659,
a101.csv,387,Homend Grillant 1356H Inox Tost Makinesi,"₺2.199,00",https://www.a101.com.tr/elektronik/homend-grillant-1356h-inox-tost-makinesi_p-26045352,
a101.csv,388,Arzum AR2037 Mistost Tost Makinesi,"₺1.999,00",https://www.a101.com.tr/elektronik/arzum-ar2037-mistost-tost-makinesi_p-26009585,
a101.csv,389,Walke Şınav Tahtası Çalışma Platformu Aleti,"₺399,00",https://www.a101.com.tr/ev-yasam/walke-sinav-tahtasi-calisma-platformu-aleti_p-26067957,
a101.csv,390,Pazar Arabası 34 L Mavi Pembe,"₺399,00",https://www.a101.com.tr/ev-yasam/pazar-arabasi-34-l-mavi-pembe_p-26063847,
a101.csv,391,Orbus Dekoratif LED Örgü 2 m,"₺109,00",https://www.a101.com.tr/ev-yasam/orbus-dekoratif-led-orgu-2-m_p-25006551,
a101.csv,392,Newton Cam Ankastre Set Beyaz (F-17-GLS 640-MFA400),"₺7.999,00",https://www.a101.com.tr/elektronik/newton-cam-ankastre-set-beyaz-f-17-gls-640-mfa400-_p-26038320,
a101.csv,393,Belderia Pexma Maximum 26 Jant Çift Amortisörlü Bisiklet,"₺4.299,00",https://www.a101.com.tr/ev-yasam/belderia-pexma-maximum-26-jant-cift-amortisorlu-bisiklet_p-26002424,
a101.csv,394,Kzy Mobilya Geniş Kitaplık Meşe,"₺2.699,00",https://www.a101.com.tr/ev-yasam/kzy-mobilya-genis-kitaplik-mese_p-26065407,
a101.csv,395,"Stanley Classic Legendary Camp Mug 10-11444-035 Çelik Termos Bardak 0,23 L Beyaz","₺999,00",https://www.a101.com.tr/ev-yasam/stanley-classic-legendary-camp-mug-10-11444-035-celik-termos-bardak-0-23-l-beyaz_p-26059322,
a101.csv,396,Hascevher Tencere Seti 6 Parça,"₺999,00",https://www.a101.com.tr/ev-yasam/hascevher-tencere-seti-6-parca_p-26010757,
a101.csv,397,Vip Ahmet Junior Temizlik Kova Seti,"₺399,00",https://www.a101.com.tr/market/vip-ahmet-junior-temizlik-kova-seti_p-22002010,
a101.csv,398,Orcamp Kamp Testeresi,"₺249,00",https://www.a101.com.tr/ev-yasam/orcamp-kamp-testeresi_p-26050675,
a101.csv,399,Slim Organizer 23,"₺169,00",https://www.a101.com.tr/oto-bahce-yapi/slim-organizer-23_p-26057938,
a101.csv,400,Logi 3 Katlı Kağıt Havlu 12'li,"₺130,00",https://www.a101.com.tr/market/logi-3-katli-kagit-havlu-12-li_p-23001491,
a101.csv,401,Tefal G26902 Titanyum 6X Excellence Tava 20 cm,"₺1.499,00",https://www.a101.com.tr/ev-yasam/tefal-g26902-titanyum-6x-excellence-tava-20-cm_p-26036311,
a101.csv,402,"Stanley Classic Legendary Camp Mug 10-09366-290 Çelik Termos Bardak 0,35 L Turuncu","₺1.199,00",https://www.a101.com.tr/ev-yasam/stanley-classic-legendary-camp-mug-10-09366-290-celik-termos-bardak-0-35-l-turuncu_p-26059321,
a101.csv,403,Sinbo SCM-2978 Otomatik Türk Kahvesi Makinesi,"₺999,00",https://www.a101.com.tr/elektronik/sinbo-scm-2978-otomatik-turk-kahvesi-makinesi_p-26045652,
a101.csv,404,Arzum İmaj AR5011 Saç Kurutma Makinesi Siyah,"₺899,00",https://www.a101.com.tr/elektronik/arzum-imaj-ar5011-sac-kurutma-makinesi-siyah_p-26006183,
a101.csv,405,Xiaomi S28D 5W Taşınabilir Bluetooth Hoparlör,"₺849,00",https://www.a101.com.tr/elektronik/xiaomi-s28d-5w-tasinabilir-bluetooth-hoparlor_p-26061516,
a101.csv,406,Fisher Price Oyuncak Eğitici Tablet,"₺699,00",https://www.a101.com.tr/anne-bebek-oyuncak/fisher-price-oyuncak-egitici-tablet_p-26032696,
a101.csv,407,Xiaomi Mi Hareket Sensörlü Gece Lambası 2,"₺599,00",https://www.a101.com.tr/oto-bahce-yapi/xiaomi-mi-hareket-sensorlu-gece-lambasi-2_p-26048511,
a101.csv,408,Pierre Cardin PC-YA2003 Postür Düzeltme Cihazı,"₺279,00",https://www.a101.com.tr/kozmetik-kisisel-bakim/pierre-cardin-pc-ya2003-postur-duzeltme-cihazi_p-26063794,
a101.csv,409,Çok Amaçlı Bambu Kutu,"₺249,00",https://www.a101.com.tr/ev-yasam/cok-amacli-bambu-kutu_p-26063299,
a101.csv,410,"Fissler Vitaquick Premium 602-410-13-090 Düdüklü Tencere Seti 6+3,5 L+Buharlı Pişirme Aparatı","₺16.499,00",https://www.a101.com.tr/ev-yasam/fissler-vitaquick-premium-602-410-13-090-duduklu-tencere-seti-6-3-5-l-buharli-pisirme-aparati_p-26066627,
a101.csv,411,Kiwi KCC 4321 Buharlı Halı Yıkama Makinesi Beyaz,"₺4.999,00",https://www.a101.com.tr/elektronik/kiwi-kcc-4321-buharli-hali-yikama-makinesi-beyaz_p-26056106,
a101.csv,412,Jwin VL-800S 4/4 Tam Boy Keman,"₺2.499,00",https://www.a101.com.tr/ev-yasam/jwin-vl-800s-4-4-tam-boy-keman_p-26038328,
a101.csv,413,Biricik Alüminyum 3 Katlı Çamaşır Kurutmalık,"₺1.199,00",https://www.a101.com.tr/ev-yasam/biricik-aluminyum-3-katli-camasir-kurutmalik_p-26063733,
a101.csv,414,"Stanley Classic Legendary Camp Mug 10-11444-065 Çelik Termos Bardağı 0,23 L Eflatun","₺999,00",https://www.a101.com.tr/ev-yasam/stanley-classic-legendary-camp-mug-10-11444-065-celik-termos-bardagi-0-23-l-eflatun_p-26059322,
a101.csv,415,"Omo Toz Deterjan Renkli 5,5 Kg","₺499,00",https://www.a101.com.tr/market/omo-toz-deterjan-renkli-5-5-kg_p-22002001,
a101.csv,416,Tursil Renkliler ve Beyazlar İçin Toz Çamaşır Deterjanı Leylak Bahçesi 10 Kg,"₺459,50",https://www.a101.com.tr/market/tursil-renkliler-ve-beyazlar-icin-toz-camasir-deterjani-leylak-bahcesi-10-kg_p-22000838,
a101.csv,417,Tefal K2210455 Ekmek Bıçağı 20 cm,"₺379,00",https://www.a101.com.tr/ev-yasam/tefal-k2210455-ekmek-bicagi-20-cm_p-26058958,
a101.csv,418,Spiral Hortum Seti 10 m,"₺299,00",https://www.a101.com.tr/oto-bahce-yapi/spiral-hortum-seti-10-m_p-26053741,
